Energy Usage Information
"For location: DEMO HOUSEHOLD, AGOURA HILLS CA 91301

Meter Reading Information
"Type of readings: Electricity"

Summary of Electric Power Usage Information*
"Your download will contain interval usage data that is currently available for your selected Service Account. Based on how our systems process and categorize usage data, your download may contain usage data of the following types: actual, estimated, validated or missing. "

Detailed Usage
"09/04/2025 ","09/04/2025 3:00PM ","09/04/2025 4:00PM ","4.200","0.000"
"09/04/2025 ","09/04/2025 4:00PM ","09/04/2025 5:00PM ","4.524","0.000"
"09/04/2025 ","09/04/2025 5:00PM ","09/04/2025 6:00PM ","4.596","0.000"
"09/04/2025 ","09/04/2025 6:00PM ","09/04/2025 7:00PM ","4.920","0.000"
"09/04/2025 ","09/04/2025 7:00PM ","09/04/2025 8:00PM ","4.686","0.000"
"09/04/2025 ","09/04/2025 8:00PM ","09/04/2025 9:00PM ","3.228","0.000"
"09/04/2025 ","09/04/2025 9:00PM ","09/04/2025 10:00PM ","2.256","0.000"
"09/04/2025 ","09/04/2025 10:00PM ","09/04/2025 11:00PM ","1.572","0.000"
"09/04/2025 ","09/04/2025 11:00PM ","09/05/2025 12:00AM ","1.158","0.000"
"09/05/2025 ","09/05/2025 12:00AM ","09/05/2025 01:00AM ","0.882","0.000"
"09/05/2025 ","09/05/2025 01:00AM ","09/05/2025 02:00AM ","0.714","0.000"
"09/05/2025 ","09/05/2025 02:00AM ","09/05/2025 03:00AM ","0.666","0.000"
"09/05/2025 ","09/05/2025 03:00AM ","09/05/2025 04:00AM ","0.522","0.000"
"09/05/2025 ","09/05/2025 04:00AM ","09/05/2025 05:00AM ","0.528","0.000"
"09/05/2025 ","09/05/2025 05:00AM ","09/05/2025 06:00AM ","7.380","0.000"
"09/05/2025 ","09/05/2025 06:00AM ","09/05/2025 07:00AM ","8.034","0.000"
"09/05/2025 ","09/05/2025 07:00AM ","09/05/2025 08:00AM ","4.992","0.000"
"09/05/2025 ","09/05/2025 08:00AM ","09/05/2025 09:00AM ","0.750","0.000"
"09/05/2025 ","09/05/2025 09:00AM ","09/05/2025 10:00AM ","0.648","0.000"
"09/05/2025 ","09/05/2025 10:00AM ","09/05/2025 11:00AM ","0.786","0.000"
"09/05/2025 ","09/05/2025 11:00AM ","09/05/2025 12:00PM ","1.410","0.000"
"09/05/2025 ","09/05/2025 12:00PM ","09/05/2025 1:00PM ","1.962","0.000"
"09/05/2025 ","09/05/2025 1:00PM ","09/05/2025 2:00PM ","2.814","0.000"
"09/05/2025 ","09/05/2025 2:00PM ","09/05/2025 3:00PM ","3.438","0.000"
"09/05/2025 ","09/05/2025 3:00PM ","09/05/2025 4:00PM ","3.774","0.000"
"09/05/2025 ","09/05/2025 4:00PM ","09/05/2025 5:00PM ","3.930","0.000"
"09/05/2025 ","09/05/2025 5:00PM ","09/05/2025 6:00PM ","4.548","0.000"
"09/05/2025 ","09/05/2025 6:00PM ","09/05/2025 7:00PM ","3.882","0.000"
"09/05/2025 ","09/05/2025 7:00PM ","09/05/2025 8:00PM ","3.600","0.000"
"09/05/2025 ","09/05/2025 8:00PM ","09/05/2025 9:00PM ","2.916","0.000"
"09/05/2025 ","09/05/2025 9:00PM ","09/05/2025 10:00PM ","2.100","0.000"
"09/05/2025 ","09/05/2025 10:00PM ","09/05/2025 11:00PM ","2.190","0.000"
"09/05/2025 ","09/05/2025 11:00PM ","09/06/2025 12:00AM ","1.332","0.000"
"09/06/2025 ","09/06/2025 12:00AM ","09/06/2025 01:00AM ","1.050","0.000"
"09/06/2025 ","09/06/2025 01:00AM ","09/06/2025 02:00AM ","0.882","0.000"
"09/06/2025 ","09/06/2025 02:00AM ","09/06/2025 03:00AM ","0.882","0.000"
"09/06/2025 ","09/06/2025 03:00AM ","09/06/2025 04:00AM ","0.546","0.000"
"09/06/2025 ","09/06/2025 04:00AM ","09/06/2025 05:00AM ","6.330","0.000"
"09/06/2025 ","09/06/2025 05:00AM ","09/06/2025 06:00AM ","8.268","0.000"
"09/06/2025 ","09/06/2025 06:00AM ","09/06/2025 07:00AM ","8.130","0.000"
"09/06/2025 ","09/06/2025 07:00AM ","09/06/2025 08:00AM ","4.032","0.000"
"09/06/2025 ","09/06/2025 08:00AM ","09/06/2025 09:00AM ","0.882","0.000"
"09/06/2025 ","09/06/2025 09:00AM ","09/06/2025 10:00AM ","0.984","0.000"
"09/06/2025 ","09/06/2025 10:00AM ","09/06/2025 11:00AM ","1.122","0.000"
"09/06/2025 ","09/06/2025 11:00AM ","09/06/2025 12:00PM ","2.136","0.000"
"09/06/2025 ","09/06/2025 12:00PM ","09/06/2025 1:00PM ","2.394","0.000"
"09/06/2025 ","09/06/2025 1:00PM ","09/06/2025 2:00PM ","3.030","0.000"
"09/06/2025 ","09/06/2025 2:00PM ","09/06/2025 3:00PM ","3.894","0.000"
"09/06/2025 ","09/06/2025 3:00PM ","09/06/2025 4:00PM ","4.188","0.000"
"09/06/2025 ","09/06/2025 4:00PM ","09/06/2025 5:00PM ","3.942","0.000"
"09/06/2025 ","09/06/2025 5:00PM ","09/06/2025 6:00PM ","3.996","0.000"
"09/06/2025 ","09/06/2025 6:00PM ","09/06/2025 7:00PM ","3.978","0.000"
"09/06/2025 ","09/06/2025 7:00PM ","09/06/2025 8:00PM ","3.222","0.000"
"09/06/2025 ","09/06/2025 8:00PM ","09/06/2025 9:00PM ","2.970","0.000"
"09/06/2025 ","09/06/2025 9:00PM ","09/06/2025 10:00PM ","2.382","0.000"
"09/06/2025 ","09/06/2025 10:00PM ","09/06/2025 11:00PM ","1.890","0.000"
"09/06/2025 ","09/06/2025 11:00PM ","09/07/2025 12:00AM ","1.134","0.000"
"09/07/2025 ","09/07/2025 12:00AM ","09/07/2025 01:00AM ","0.702","0.000"
"09/07/2025 ","09/07/2025 01:00AM ","09/07/2025 02:00AM ","0.558","0.000"
"09/07/2025 ","09/07/2025 02:00AM ","09/07/2025 03:00AM ","0.402","0.000"
"09/07/2025 ","09/07/2025 03:00AM ","09/07/2025 04:00AM ","0.360","0.000"
"09/07/2025 ","09/07/2025 04:00AM ","09/07/2025 05:00AM ","0.378","0.000"
"09/07/2025 ","09/07/2025 05:00AM ","09/07/2025 06:00AM ","0.366","0.000"
"09/07/2025 ","09/07/2025 06:00AM ","09/07/2025 07:00AM ","0.324","0.000"
"09/07/2025 ","09/07/2025 07:00AM ","09/07/2025 08:00AM ","0.336","0.000"
"09/07/2025 ","09/07/2025 08:00AM ","09/07/2025 09:00AM ","0.870","0.000"
"09/07/2025 ","09/07/2025 09:00AM ","09/07/2025 10:00AM ","0.756","0.000"
"09/07/2025 ","09/07/2025 10:00AM ","09/07/2025 11:00AM ","0.774","0.000"
"09/07/2025 ","09/07/2025 11:00AM ","09/07/2025 12:00PM ","1.254","0.000"
"09/07/2025 ","09/07/2025 12:00PM ","09/07/2025 1:00PM ","2.262","0.000"
"09/07/2025 ","09/07/2025 1:00PM ","09/07/2025 2:00PM ","3.522","0.000"
"09/07/2025 ","09/07/2025 2:00PM ","09/07/2025 3:00PM ","5.148","0.000"
"09/07/2025 ","09/07/2025 3:00PM ","09/07/2025 4:00PM ","5.124","0.000"
"09/07/2025 ","09/07/2025 4:00PM ","09/07/2025 5:00PM ","5.292","0.000"
"09/07/2025 ","09/07/2025 5:00PM ","09/07/2025 6:00PM ","5.136","0.000"
"09/07/2025 ","09/07/2025 6:00PM ","09/07/2025 7:00PM ","3.930","0.000"
"09/07/2025 ","09/07/2025 7:00PM ","09/07/2025 8:00PM ","3.138","0.000"
"09/07/2025 ","09/07/2025 8:00PM ","09/07/2025 9:00PM ","2.448","0.000"
"09/07/2025 ","09/07/2025 9:00PM ","09/07/2025 10:00PM ","2.004","0.000"
"09/07/2025 ","09/07/2025 10:00PM ","09/07/2025 11:00PM ","1.764","0.000"
"09/07/2025 ","09/07/2025 11:00PM ","09/08/2025 12:00AM ","1.242","0.000"
"09/08/2025 ","09/08/2025 12:00AM ","09/08/2025 01:00AM ","0.636","0.000"
"09/08/2025 ","09/08/2025 01:00AM ","09/08/2025 02:00AM ","0.492","0.000"
"09/08/2025 ","09/08/2025 02:00AM ","09/08/2025 03:00AM ","0.516","0.000"
"09/08/2025 ","09/08/2025 03:00AM ","09/08/2025 04:00AM ","0.420","0.000"
"09/08/2025 ","09/08/2025 04:00AM ","09/08/2025 05:00AM ","0.390","0.000"
"09/08/2025 ","09/08/2025 05:00AM ","09/08/2025 06:00AM ","0.396","0.000"
"09/08/2025 ","09/08/2025 06:00AM ","09/08/2025 07:00AM ","0.354","0.000"
"09/08/2025 ","09/08/2025 07:00AM ","09/08/2025 08:00AM ","0.762","0.000"
"09/08/2025 ","09/08/2025 08:00AM ","09/08/2025 09:00AM ","0.804","0.000"
"09/08/2025 ","09/08/2025 09:00AM ","09/08/2025 10:00AM ","0.708","0.000"
"09/08/2025 ","09/08/2025 10:00AM ","09/08/2025 11:00AM ","0.696","0.000"
"09/08/2025 ","09/08/2025 11:00AM ","09/08/2025 12:00PM ","0.792","0.000"
"09/08/2025 ","09/08/2025 12:00PM ","09/08/2025 1:00PM ","2.082","0.000"
"09/08/2025 ","09/08/2025 1:00PM ","09/08/2025 2:00PM ","3.132","0.000"
"09/08/2025 ","09/08/2025 2:00PM ","09/08/2025 3:00PM ","3.630","0.000"
"09/08/2025 ","09/08/2025 3:00PM ","09/08/2025 4:00PM ","4.026","0.000"
"09/08/2025 ","09/08/2025 4:00PM ","09/08/2025 5:00PM ","3.732","0.000"
"09/08/2025 ","09/08/2025 5:00PM ","09/08/2025 6:00PM ","3.618","0.000"
"09/08/2025 ","09/08/2025 6:00PM ","09/08/2025 7:00PM ","2.952","0.000"
"09/08/2025 ","09/08/2025 7:00PM ","09/08/2025 8:00PM ","2.838","0.000"
"09/08/2025 ","09/08/2025 8:00PM ","09/08/2025 9:00PM ","2.298","0.000"
"09/08/2025 ","09/08/2025 9:00PM ","09/08/2025 10:00PM ","2.082","0.000"
"09/08/2025 ","09/08/2025 10:00PM ","09/08/2025 11:00PM ","1.488","0.000"
"09/08/2025 ","09/08/2025 11:00PM ","09/09/2025 12:00AM ","1.080","0.000"
"09/09/2025 ","09/09/2025 12:00AM ","09/09/2025 01:00AM ","0.750","0.000"
"09/09/2025 ","09/09/2025 01:00AM ","09/09/2025 02:00AM ","0.402","0.000"
"09/09/2025 ","09/09/2025 02:00AM ","09/09/2025 03:00AM ","0.354","0.000"
"09/09/2025 ","09/09/2025 03:00AM ","09/09/2025 04:00AM ","0.960","0.000"
"09/09/2025 ","09/09/2025 04:00AM ","09/09/2025 05:00AM ","8.094","0.000"
"09/09/2025 ","09/09/2025 05:00AM ","09/09/2025 06:00AM ","8.058","0.000"
"09/09/2025 ","09/09/2025 06:00AM ","09/09/2025 07:00AM ","8.034","0.000"
"09/09/2025 ","09/09/2025 07:00AM ","09/09/2025 08:00AM ","4.356","0.000"
"09/09/2025 ","09/09/2025 08:00AM ","09/09/2025 09:00AM ","0.618","0.000"
"09/09/2025 ","09/09/2025 09:00AM ","09/09/2025 10:00AM ","0.474","0.000"
"09/09/2025 ","09/09/2025 10:00AM ","09/09/2025 11:00AM ","0.426","0.000"
"09/09/2025 ","09/09/2025 11:00AM ","09/09/2025 12:00PM ","0.426","0.000"
"09/09/2025 ","09/09/2025 12:00PM ","09/09/2025 1:00PM ","0.660","0.000"
"09/09/2025 ","09/09/2025 1:00PM ","09/09/2025 2:00PM ","1.536","0.000"
"09/09/2025 ","09/09/2025 2:00PM ","09/09/2025 3:00PM ","2.016","0.000"
"09/09/2025 ","09/09/2025 3:00PM ","09/09/2025 4:00PM ","2.700","0.000"
"09/09/2025 ","09/09/2025 4:00PM ","09/09/2025 5:00PM ","3.078","0.000"
"09/09/2025 ","09/09/2025 5:00PM ","09/09/2025 6:00PM ","2.544","0.000"
"09/09/2025 ","09/09/2025 6:00PM ","09/09/2025 7:00PM ","2.550","0.000"
"09/09/2025 ","09/09/2025 7:00PM ","09/09/2025 8:00PM ","2.106","0.000"
"09/09/2025 ","09/09/2025 8:00PM ","09/09/2025 9:00PM ","1.530","0.000"
"09/09/2025 ","09/09/2025 9:00PM ","09/09/2025 10:00PM ","1.368","0.000"
"09/09/2025 ","09/09/2025 10:00PM ","09/09/2025 11:00PM ","0.900","0.000"
"09/09/2025 ","09/09/2025 11:00PM ","09/10/2025 12:00AM ","0.732","0.000"
"09/10/2025 ","09/10/2025 12:00AM ","09/10/2025 01:00AM ","0.438","0.000"
"09/10/2025 ","09/10/2025 01:00AM ","09/10/2025 02:00AM ","0.396","0.000"
"09/10/2025 ","09/10/2025 02:00AM ","09/10/2025 03:00AM ","0.354","0.000"
"09/10/2025 ","09/10/2025 03:00AM ","09/10/2025 04:00AM ","0.372","0.000"
"09/10/2025 ","09/10/2025 04:00AM ","09/10/2025 05:00AM ","0.348","0.000"
"09/10/2025 ","09/10/2025 05:00AM ","09/10/2025 06:00AM ","8.052","0.000"
"09/10/2025 ","09/10/2025 06:00AM ","09/10/2025 07:00AM ","8.052","0.000"
"09/10/2025 ","09/10/2025 07:00AM ","09/10/2025 08:00AM ","1.818","0.000"
"09/10/2025 ","09/10/2025 08:00AM ","09/10/2025 09:00AM ","1.062","0.000"
"09/10/2025 ","09/10/2025 09:00AM ","09/10/2025 10:00AM ","1.386","0.000"
"09/10/2025 ","09/10/2025 10:00AM ","09/10/2025 11:00AM ","2.040","0.000"
"09/10/2025 ","09/10/2025 11:00AM ","09/10/2025 12:00PM ","2.436","0.000"
"09/10/2025 ","09/10/2025 12:00PM ","09/10/2025 1:00PM ","3.312","0.000"
"09/10/2025 ","09/10/2025 1:00PM ","09/10/2025 2:00PM ","4.098","0.000"
"09/10/2025 ","09/10/2025 2:00PM ","09/10/2025 3:00PM ","4.392","0.000"
"09/10/2025 ","09/10/2025 3:00PM ","09/10/2025 4:00PM ","5.646","0.000"
"09/10/2025 ","09/10/2025 4:00PM ","09/10/2025 5:00PM ","6.270","0.000"
"09/10/2025 ","09/10/2025 5:00PM ","09/10/2025 6:00PM ","6.186","0.000"
"09/10/2025 ","09/10/2025 6:00PM ","09/10/2025 7:00PM ","5.106","0.000"
"09/10/2025 ","09/10/2025 7:00PM ","09/10/2025 8:00PM ","5.244","0.000"
"09/10/2025 ","09/10/2025 8:00PM ","09/10/2025 9:00PM ","4.908","0.000"
"09/10/2025 ","09/10/2025 9:00PM ","09/10/2025 10:00PM ","1.524","0.000"
"09/10/2025 ","09/10/2025 10:00PM ","09/10/2025 11:00PM ","0.972","0.000"
"09/10/2025 ","09/10/2025 11:00PM ","09/11/2025 12:00AM ","0.594","0.000"
"09/11/2025 ","09/11/2025 12:00AM ","09/11/2025 01:00AM ","0.360","0.000"
"09/11/2025 ","09/11/2025 01:00AM ","09/11/2025 02:00AM ","0.384","0.000"
"09/11/2025 ","09/11/2025 02:00AM ","09/11/2025 03:00AM ","0.342","0.000"
"09/11/2025 ","09/11/2025 03:00AM ","09/11/2025 04:00AM ","0.354","0.000"
"09/11/2025 ","09/11/2025 04:00AM ","09/11/2025 05:00AM ","0.324","0.000"
"09/11/2025 ","09/11/2025 05:00AM ","09/11/2025 06:00AM ","0.342","0.000"
"09/11/2025 ","09/11/2025 06:00AM ","09/11/2025 07:00AM ","0.324","0.000"
"09/11/2025 ","09/11/2025 07:00AM ","09/11/2025 08:00AM ","0.936","0.000"
"09/11/2025 ","09/11/2025 08:00AM ","09/11/2025 09:00AM ","0.780","0.000"
"09/11/2025 ","09/11/2025 09:00AM ","09/11/2025 10:00AM ","0.600","0.000"
"09/11/2025 ","09/11/2025 10:00AM ","09/11/2025 11:00AM ","0.528","0.000"
"09/11/2025 ","09/11/2025 11:00AM ","09/11/2025 12:00PM ","0.582","0.000"
"09/11/2025 ","09/11/2025 12:00PM ","09/11/2025 1:00PM ","0.612","0.000"
"09/11/2025 ","09/11/2025 1:00PM ","09/11/2025 2:00PM ","1.092","0.000"
"09/11/2025 ","09/11/2025 2:00PM ","09/11/2025 3:00PM ","1.638","0.000"
"09/11/2025 ","09/11/2025 3:00PM ","09/11/2025 4:00PM ","1.884","0.000"
"09/11/2025 ","09/11/2025 4:00PM ","09/11/2025 5:00PM ","1.890","0.000"
"09/11/2025 ","09/11/2025 5:00PM ","09/11/2025 6:00PM ","2.256","0.000"
"09/11/2025 ","09/11/2025 6:00PM ","09/11/2025 7:00PM ","2.106","0.000"
"09/11/2025 ","09/11/2025 7:00PM ","09/11/2025 8:00PM ","1.890","0.000"
"09/11/2025 ","09/11/2025 8:00PM ","09/11/2025 9:00PM ","1.494","0.000"
"09/11/2025 ","09/11/2025 9:00PM ","09/11/2025 10:00PM ","1.152","0.000"
"09/11/2025 ","09/11/2025 10:00PM ","09/11/2025 11:00PM ","1.236","0.000"
"09/11/2025 ","09/11/2025 11:00PM ","09/12/2025 12:00AM ","0.762","0.000"
"09/12/2025 ","09/12/2025 12:00AM ","09/12/2025 01:00AM ","0.528","0.000"
"09/12/2025 ","09/12/2025 01:00AM ","09/12/2025 02:00AM ","0.396","0.000"
"09/12/2025 ","09/12/2025 02:00AM ","09/12/2025 03:00AM ","0.396","0.000"
"09/12/2025 ","09/12/2025 03:00AM ","09/12/2025 04:00AM ","0.354","0.000"
"09/12/2025 ","09/12/2025 04:00AM ","09/12/2025 05:00AM ","0.354","0.000"
"09/12/2025 ","09/12/2025 05:00AM ","09/12/2025 06:00AM ","0.342","0.000"
"09/12/2025 ","09/12/2025 06:00AM ","09/12/2025 07:00AM ","0.324","0.000"
"09/12/2025 ","09/12/2025 07:00AM ","09/12/2025 08:00AM ","0.918","0.000"
"09/12/2025 ","09/12/2025 08:00AM ","09/12/2025 09:00AM ","0.798","0.000"
"09/12/2025 ","09/12/2025 09:00AM ","09/12/2025 10:00AM ","0.900","0.000"
"09/12/2025 ","09/12/2025 10:00AM ","09/12/2025 11:00AM ","0.840","0.000"
"09/12/2025 ","09/12/2025 11:00AM ","09/12/2025 12:00PM ","0.762","0.000"
"09/12/2025 ","09/12/2025 12:00PM ","09/12/2025 1:00PM ","0.702","0.000"
"09/12/2025 ","09/12/2025 1:00PM ","09/12/2025 2:00PM ","1.740","0.000"
"09/12/2025 ","09/12/2025 2:00PM ","09/12/2025 3:00PM ","1.566","0.000"
"09/12/2025 ","09/12/2025 3:00PM ","09/12/2025 4:00PM ","2.454","0.000"
"09/12/2025 ","09/12/2025 4:00PM ","09/12/2025 5:00PM ","2.862","0.000"
"09/12/2025 ","09/12/2025 5:00PM ","09/12/2025 6:00PM ","2.466","0.000"
"09/12/2025 ","09/12/2025 6:00PM ","09/12/2025 7:00PM ","1.998","0.000"
"09/12/2025 ","09/12/2025 7:00PM ","09/12/2025 8:00PM ","2.616","0.000"
"09/12/2025 ","09/12/2025 8:00PM ","09/12/2025 9:00PM ","9.138","0.000"
"09/12/2025 ","09/12/2025 9:00PM ","09/12/2025 10:00PM ","4.338","0.000"
"09/12/2025 ","09/12/2025 10:00PM ","09/12/2025 11:00PM ","1.104","0.000"
"09/12/2025 ","09/12/2025 11:00PM ","09/13/2025 12:00AM ","0.432","0.000"
"09/13/2025 ","09/13/2025 12:00AM ","09/13/2025 01:00AM ","0.390","0.000"
